date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/4/17,Î÷ÑÅÍ¼,114,1287,585,4767 ,13099 ,3481 ,11694 ,118,1662,680,6784 ,10297 ,5385 ,11694 
2016/4/18,Î÷ÑÅÍ¼,122,1998,787,3033 ,15266 ,2243 ,11927 ,127,2463,894,8549 ,9526 ,8549 ,11927 
2016/4/19,Î÷ÑÅÍ¼,137,1924,807,12159 ,13235 ,10872 ,10095 ,114,2438,957,4212 ,8174 ,3558 ,10095 
2016/4/20,Î÷ÑÅÍ¼,119,1967,790,5175 ,8839 ,3586 ,8703 ,140,2402,938,7934 ,6220 ,3570 ,8703 
2016/4/21,Î÷ÑÅÍ¼,112,2049,787,3566 ,13090 ,2945 ,12276 ,124,2382,1006,5172 ,8663 ,3519 ,12276 
2016/4/22,Î÷ÑÅÍ¼,109,1779,713,5375 ,6787 ,4671 ,5591 ,123,2118,898,3499 ,16893 ,2736 ,5591 
2016/4/23,Î÷ÑÅÍ¼,113,1525,617,6168 ,6796 ,4251 ,6025 ,119,1704,735,2517 ,21336 ,2204 ,6025 
2016/4/24,Î÷ÑÅÍ¼,118,1490,647,,12393 ,,8272 ,119,1492,750,5441 ,13704 ,4450 ,8272 
2016/4/25,Î÷ÑÅÍ¼,115,2112,816,3690 ,9429 ,3690 ,9026 ,123,2138,951,4317 ,9624 ,3942 ,9026 
2016/4/26,Î÷ÑÅÍ¼,114,2143,816,6105 ,4982 ,6105 ,3853 ,122,2589,1013,4902 ,32017 ,4248 ,3853 
2016/4/27,Î÷ÑÅÍ¼,132,2266,834,8220 ,7862 ,8467 ,8128 ,132,2542,948,6685 ,11435 ,4558 ,8128 
2016/4/28,Î÷ÑÅÍ¼,118,2052,795,4142 ,11200 ,3398 ,8845 ,122,2218,956,5693 ,12847 ,5693 ,8845 
2016/4/29,Î÷ÑÅÍ¼,124,2035,807,3734 ,16596 ,3057 ,10000 ,122,2138,987,16544 ,10912 ,6957 ,10000 
2016/4/30,Î÷ÑÅÍ¼,132,1525,650,12843 ,15060 ,9257 ,14638 ,122,1567,722,3493 ,10558 ,2942 ,14638 
2016/5/1,Î÷ÑÅÍ¼,115,1545,618,,7089 ,,8775 ,123,1769,744,4764 ,15808 ,3195 ,8775 
